	subj	subj_qid	subj_fid	rel_id	rel	rel_schema	obj	obj_qid	obj_fid
3734	Bloomsbury	Q4928379		P131	located in the administrative territorial entity		London	Q23306	/m/036wy
3735	Hiroshima	Q11484404		P131	located in the administrative territorial entity		Nagasaki	Q1696900	
3736	Guangdong	Q15175	/m/0h9vh	P47	shares border with		Guizhou	Q47097	/m/017f_s
3737	Ezekiel Emanuel	Q5423140		P69	educated at		United States	Q30	/m/09c7w0
3738	Jacob M. Appel	Q149489		P69	educated at		Iowa	Q2238109	/m/0tj_r
3739	Jack Kevorkian	Q46636	/m/01ctkj	P69	educated at		Michigan	Q6030252	
3740	Arles	Q48292	/m/0knf8	P47	shares border with		Church	Q34651	
3741	Hampden	Q5645967		P131	located in the administrative territorial entity		Baltimore	Q4852758	
3742	Weinfelden	Q68258	/m/0bx7m7	P131	located in the administrative territorial entity		Switzerland	Q80282	
3743	Weinfelden	Q68258	/m/0bx7m7	P47	shares border with		Switzerland	Q80282	
3744	Pentti Airikkala	Q1364095	/m/0d0l2s	P20	place of death	deathPlace	United Kingdom	Q145	/m/07ssc
3745	Lombardy	Q1210	/m/0bzty	P47	shares border with		Kingdom of Sicily	Q188586	/m/02zqdb
3746	Lombardy	Q1210	/m/0bzty	P150	contains administrative territorial entity		Kingdom of Sicily	Q188586	/m/02zqdb
3747	Montferrat	Q1068936	/m/03g_6b5	P131	located in the administrative territorial entity		Republic of Genoa	Q174306	/m/02q14r
3748	Montferrat	Q1068936	/m/03g_6b5	P47	shares border with		Republic of Genoa	Q174306	/m/02q14r
3749	Theo Walcott	Q29516	/m/088nzc	P54	member of sports team		Arsenal	Q2864377	
3750	Aaron Ramsey	Q213427	/m/02qx6s4	P54	member of sports team		Arsenal	Q2864377	
3751	Olivier Giroud	Q1911	/m/080cgxy	P54	member of sports team		Arsenal	Q2864377	
3752	Mathieu Flamini	Q204848	/m/04pq80	P54	member of sports team		Arsenal	Q2864377	
3753	Kaiserslautern	Q3758	/m/01y_pd	P150	contains administrative territorial entity		Hungary	Q5943060	
3754	Ecuador	Q736	/m/02k1b	P47	shares border with		Sweden	Q7654280	
3755	Klagenfurt	Q41753	/m/0kx53	P47	shares border with		Austria	Q4825411	
3756	Liechtenstein	Q347	/m/04j53	P47	shares border with		Vaduz	Q24065798	
3757	Liechtenstein	Q347	/m/04j53	P150	contains administrative territorial entity		Vaduz	Q24065798	
3758	Waldemar Podolski	Q100544		P27	country of citizenship	nationality	Poland	Q7208881	
3759	West Germany	Q713750	/m/082fr	P17	country		Gliwice	Q105084	/m/0jx1h
3760	North Rhine-Westphalia	Q1198	/m/09ksp	P47	shares border with		Pulheim	Q4113	/m/02m_r4
3761	North Rhine-Westphalia	Q1198	/m/09ksp	P150	contains administrative territorial entity		Pulheim	Q4113	/m/02m_r4
3762	Burke County	Q504366	/m/0n4lt	P47	shares border with		Winston-Salem	Q49227	/m/0ygbf
3763	Radford	Q2831158	/m/0czl7n	P69	educated at		England	Q79282	/m/07ltmv
3764	Madhya Pradesh	Q1188		P47	shares border with		Central Bureau of Investigation	Q1053734	/m/01j41c
3765	LSU	Q6465284		P131	located in the administrative territorial entity		Baton Rouge	Q28218	/m/0fvvz
3766	Stuart	Q294651	/m/0ck68	P69	educated at		Ross County	Q485528	/m/0n1wn
3767	Pacific Motorway	Q1750662		P131	located in the administrative territorial entity		Wahroonga	Q7959849	
3768	New South Wales	Q3224	/m/05fly	P47	shares border with		Cumberland Highway	Q6824798	
3769	Orange County	Q513092	/m/0nt1d	P47	shares border with		California	Q2933963	/m/025xzfp
3770	Madrid	Q2807	/m/056_y	P1376	capital of		Spain	Q16254367	
3771	Mol	Q465710	/m/0hzyh	P47	shares border with		Antwerp	Q583975	
3772	San Cesareo	Q243346	/m/0f5q2s	P47	shares border with		Rome	Q567806	/m/02j20d
3773	Csesznek	Q152389	/m/0dj5hn	P47	shares border with		Zirc	Q205607	/m/0b7z_y
3774	Black Sea	Q166	/m/015h7	P17	country		Donetsk	Q105433	/m/093fgm
3775	County Meath	Q183544	/m/01qs54	P47	shares border with		Ireland	Q1521115	
3776	University of Delhi	Q665105	/m/050xpd	P131	located in the administrative territorial entity		University of Delhi	Q665105	/m/050xpd
3777	Perry County	Q489586	/m/0n1yq	P47	shares border with		Alabama	Q3709658	
3778	Algeria	Q262	/m/0h3y	P47	shares border with		Algeria	Q262	/m/0h3y
3779	Algeria	Q262	/m/0h3y	P150	contains administrative territorial entity		Algeria	Q262	/m/0h3y
3780	Algiers	Q4724224		P131	located in the administrative territorial entity		Blida	Q216990	/m/04rdmj
3781	Catalonia	Q5705	/m/01zv_	P131	located in the administrative territorial entity		Valencia	Q54939	/m/0123x_
3782	Catalonia	Q5705	/m/01zv_	P47	shares border with		Valencia	Q54939	/m/0123x_
3783	Catalonia	Q5705	/m/01zv_	P150	contains administrative territorial entity		Valencia	Q54939	/m/0123x_
3784	Oran	Q131818	/m/012gg6	P47	shares border with		Algiers	Q4724224	
3785	Erik Erikson	Q58074	/m/028fl6	P27	country of citizenship	nationality	Stockbridge	Q547492	
3786	South Ossetia	Q23427	/m/01v51r	P47	shares border with		Turkey	Q7855035	
3787	Desmond Tutu	Q43033	/m/02d5w	P69	educated at		Truth and Reconciliation Commission	Q373032	
3788	University of Eastern Finland	Q2093139	/m/02qyrrz	P131	located in the administrative territorial entity		Finland	Q5450446	
3789	Waikiki	Q7960019		P131	located in the administrative territorial entity		Kaneohe	Q1484530	/m/0r_xc
3790	Marion County	Q61173	/m/0p2xy	P47	shares border with		Kansas	Q3473628	
3791	Semnan Province	Q168949	/m/029n0z	P47	shares border with		Iran	Q2043606	
3792	Namur	Q3335498		P47	shares border with		Belgium	Q2894385	
3793	Tournon	Q1216951	/m/03qln60	P131	located in the administrative territorial entity		Nanjing	Q16666	/m/05gqy
3794	Tournon	Q1216951	/m/03qln60	P47	shares border with		Nanjing	Q16666	/m/05gqy
3795	Cliff Britton	Q353152	/m/07cf4t	P54	member of sports team		City	Q319753	/m/07bvmh
3796	Yangtze	Q5413	/m/01y4t	P131	located in the administrative territorial entity		China	Q10956965	
3797	Wuhan	Q11746	/m/0l3cy	P150	contains administrative territorial entity		Yangtze	Q5413	/m/01y4t
3798	Panay	Q356204	/m/06lhzw	P47	shares border with		Tutuila	Q269205	/m/05zq9t
3799	Chiang Kai-shek	Q16574	/m/01_4z	P27	country of citizenship	nationality	Yangtze	Q5413	/m/01y4t
3800	Nanking	Q16666	/m/05gqy	P150	contains administrative territorial entity		Panay	Q356204	/m/06lhzw
3801	Nanking	Q16666	/m/05gqy	P1376	capital of		Panay	Q356204	/m/06lhzw
3802	Dominican Republic	Q786	/m/027rn	P47	shares border with		U.S. Army	Q9212	/m/07wh1
3803	Miguel Hidalgo	Q55636	/m/016xd3	P27	country of citizenship	nationality	Mexico City	Q16978314	
3804	Ibaizabal	Q14355	/m/0cq87k	P131	located in the administrative territorial entity		Urdaibai	Q3118982	/m/02682yt
3805	Oria	Q1444097	/m/0fnmsz	P47	shares border with		Urumea	Q2744506	/m/043nfz0
3806	Turkmenistan	Q874	/m/01c4pv	P47	shares border with		Turkmenistan	Q874	/m/01c4pv
3807	Turkmenistan	Q874	/m/01c4pv	P150	contains administrative territorial entity		Turkmenistan	Q874	/m/01c4pv
3808	Lake Superior	Q1066	/m/04kdn	P17	country		Gooseberry Falls State Park	Q1537753	/m/081v_n
3809	Lake Superior	Q1066	/m/04kdn	P131	located in the administrative territorial entity		Gooseberry Falls State Park	Q1537753	/m/081v_n
3810	Benfeld	Q22776	/m/065z_q	P131	located in the administrative territorial entity		Germany	Q1350565	
3811	Benfeld	Q22776	/m/065z_q	P47	shares border with		Germany	Q1350565	
3812	Trempealeau County	Q494923	/m/0mkgw	P47	shares border with		Wisconsin	Q8027102	
3813	Middlesex County	Q1931946	/m/018vkc	P150	contains administrative territorial entity		Massachusetts	Q771	/m/05k7sb
3814	West Cambridge	Q7984638		P131	located in the administrative territorial entity		Arlington	Q4792265	
3815	Porter Square	Q7231656		P131	located in the administrative territorial entity		Cambridge	Q350	/m/0978r
3816	Somerville	Q1088776	/m/0xsj4	P47	shares border with		Charlestown	Q1659429	
3817	East Cambridge	Q5327982		P131	located in the administrative territorial entity		Cambridgeport	Q2631584	
3818	Toledo	Q316527	/m/027vbw	P47	shares border with		Ohio	Q927274	
3819	Kendall Square	Q6388934		P131	located in the administrative territorial entity		East Cambridge	Q5327982	
3820	Takeda	Q6120869		P19	place of birth	birthPlace	Ironwood	Q2002936	/m/0v65d
3821	Suffolk County	Q54072	/m/0k3l5	P47	shares border with		Middlesex	Q3708225	
3822	Central Square	Q5061829		P131	located in the administrative territorial entity		Kendall Square	Q6388934	
3823	Tasmania	Q34366	/m/07cfx	P150	contains administrative territorial entity		Tasmania	Q34366	/m/07cfx
3824	Hurstville	Q5948664		P131	located in the administrative territorial entity		New South Wales	Q3224	/m/05fly
3825	Kevin Ryan	Q6397406		P69	educated at		Hurstville	Q5948664	
3826	Robert McClelland	Q5981237		P69	educated at		Hurstville	Q5948664	
3827	Seychelles	Q1042	/m/06sw9	P150	contains administrative territorial entity		Seychelles	Q1042	/m/06sw9
3828	Azerbaijan	Q227	/m/0jhd	P47	shares border with		Nagorno-Karabakh Republic	Q244165	/m/03gq3bp
3829	Yerevan	Q1953	/m/0889d	P150	contains administrative territorial entity		Serbia	Q403	/m/077qn
3830	Yerevan	Q1953	/m/0889d	P1376	capital of		Serbia	Q403	/m/077qn
3831	Baku	Q9248	/m/01gf5	P1376	capital of		Nagorno-Karabakh	Q44302	/m/0hbl6
3832	Serzh Sargsyan	Q612803	/m/0cpzbx	P27	country of citizenship	nationality	Armenia	Q2219381	/m/0113z3
3833	Del Norte County	Q156186	/m/0kq20	P47	shares border with		California	Q2933963	/m/025xzfp
3834	Sitka	Q79804	/m/0l_wx	P47	shares border with		Port Orford	Q996786	/m/0zch5
3835	Campeche	Q80908	/m/0257r8	P47	shares border with		Guatemala	Q774	/m/0345_
3836	Campeche	Q80908	/m/0257r8	P150	contains administrative territorial entity		Guatemala	Q774	/m/0345_
3837	Pompignan	Q863776	/m/03c81b0	P131	located in the administrative territorial entity		Le Vigan	Q210229	/m/05z2s4
3838	Pompignan	Q863776	/m/03c81b0	P47	shares border with		Le Vigan	Q210229	/m/05z2s4
3839	Montcalm	Q265254		P47	shares border with		Montcalm	Q265254	
3840	Cortlandville	Q2835036		P131	located in the administrative territorial entity		Cortland	Q5173338	
3841	Tsai Ming-liang	Q698710	/m/03h1cv	P27	country of citizenship	nationality	Taipei	Q1867	/m/0ftkx
3842	South Main Arts District	Q7567876		P131	located in the administrative territorial entity		Memphis	Q5715	/m/0ny25
3843	Vadnagar	Q2570726	/m/0f6lc5	P131	located in the administrative territorial entity		Vala	Q21407543	
3844	Xiangning County	Q1197373	/m/080dz9z	P150	contains administrative territorial entity		Shanxi	Q46913	/m/0kzcv
3845	Tuapse	Q196702	/m/05hgzt	P131	located in the administrative territorial entity		Sevastopol	Q1886959	
3846	Tuapse	Q196702	/m/05hgzt	P1376	capital of		Sevastopol	Q1886959	
3847	Tenza	Q1654622	/m/02qmb21	P131	located in the administrative territorial entity		La Capilla	Q21847846	
3848	Pachavita	Q1654528	/m/02qmbts	P131	located in the administrative territorial entity		Pachavita	Q1654528	/m/02qmbts
3849	Chris Bryant	Q1077050		P69	educated at		House of Commons	Q11242601	
3850	Reza Ghoochannejhad Nournia	Q2119310	/m/026f9v5	P27	country of citizenship	nationality	Heerenveen	Q574558	
3851	Reza Ghoochannejhad Nournia	Q2119310	/m/026f9v5	P54	member of sports team		Heerenveen	Q574558	
3852	Molina	Q7048252		P54	member of sports team		Inquisition	Q6036889	
3853	Coos County	Q484426	/m/0mxgb	P47	shares border with		New Hampshire	Q3472179	/m/0gcd83
3854	Omsk Oblast	Q5835	/m/0m0mc	P47	shares border with		Russia	Q3708651	
3855	Jaime Fuster	Q2045546	/m/045x8w	P69	educated at		Senate	Q3510838	
3856	Lorenzo Burzigotti	Q6680650		P54	member of sports team		Lega Pro Prima Divisione	Q677397	/m/02p3tgx
3857	Sansepolcro	Q52098	/m/0b6z1m	P47	shares border with		Arezzo	Q13378	/m/0pbjg
3858	Ghisonaccia	Q637313	/m/0dt4lj	P131	located in the administrative territorial entity		Corsica	Q18984210	
3859	Ghisonaccia	Q637313	/m/0dt4lj	P47	shares border with		Corsica	Q18984210	
3860	Aurillac	Q174234	/m/041vq0	P131	located in the administrative territorial entity		Strasbourg	Q1917272	
3861	Aurillac	Q174234	/m/041vq0	P47	shares border with		Strasbourg	Q1917272	
3862	Aurillac	Q174234	/m/041vq0	P1376	capital of		Strasbourg	Q1917272	
3863	Cristian Tello	Q54055	/m/0c3_jkf	P54	member of sports team		Porto	Q3909123	
3864	Paddhari	Q2575916	/m/0f5ws6	P131	located in the administrative territorial entity		Paddhari	Q2575916	/m/0f5ws6
3865	Streeterville	Q3500287		P131	located in the administrative territorial entity		Old Town	Q445524	
3866	Popoli	Q51384	/m/0fg8w9	P47	shares border with		Pescara	Q2704	/m/03f2hc
3867	Calanda	Q737161	/m/02770t0	P47	shares border with		Calanda	Q737161	/m/02770t0
3868	Sullivan County	Q70979	/m/0fplv	P47	shares border with		Tennessee	Q7700003	
3869	Alexander Penrose Forbes	Q4718876		P69	educated at		Brechin	Q45848	/m/024_f4
3870	Liam Neeson	Q58444	/m/0h5g_	P27	country of citizenship	nationality	Soviet Union	Q15180	/m/05vz3zq
3871	Obed Asamoah	Q1311287		P69	educated at		Ghana	Q5555330	
3872	Khasavyurt	Q147756	/m/0b5wcw	P1376	capital of		Makhachkala	Q5168	/m/02dpch
3873	David Starr Jordan	Q290343	/m/01vj00	P69	educated at		U.S. Army	Q9212	/m/07wh1
3874	Sobrance District	Q830991	/m/0db8td	P47	shares border with		Slovakia	Q7541598	
3875	Prudentius	Q347250	/m/036c37	P27	country of citizenship	nationality	Rome	Q567806	/m/02j20d
3876	Jim Nicholson	Q6197176		P54	member of sports team		Parliament	Q1892425	/m/0txvhh6
3877	Vannes	Q6593	/m/035c3x	P131	located in the administrative territorial entity		Vannes	Q6593	/m/035c3x
3878	Vannes	Q6593	/m/035c3x	P47	shares border with		Vannes	Q6593	/m/035c3x
3879	Vannes	Q6593	/m/035c3x	P1376	capital of		Vannes	Q6593	/m/035c3x
3880	Auxerre	Q167600	/m/02lg4s	P131	located in the administrative territorial entity		Vannes	Q6593	/m/035c3x
3881	Auxerre	Q167600	/m/02lg4s	P47	shares border with		Vannes	Q6593	/m/035c3x
3882	Auxerre	Q167600	/m/02lg4s	P1376	capital of		Vannes	Q6593	/m/035c3x
3883	Andrea Cinciarini	Q2846321		P54	member of sports team		FIBA	Q46199	/m/045v50
3884	Marko Bedenikovic	Q6771122		P54	member of sports team		USL First Division	Q1351694	/m/01lj46
3885	Krystal	Q464623	/m/07k7mmt	P69	educated at		Singapore	Q7522845	
3886	Shiki District	Q1155036	/m/02pncs	P150	contains administrative territorial entity		Japan	Q3476248	
3887	Arip Kurniawan	Q4790789		P54	member of sports team		Indonesia Super League	Q2683718	
3888	Stacey Tappan	Q7595875		P69	educated at		Boston	Q4947686	
3889	Mark Adamo	Q960129	/m/09gk_8	P69	educated at		PBS	Q215616	/m/05xbx
3890	Alan Greenspan	Q193635	/m/015h4y	P69	educated at		ECI	Q17238945	
3891	Maurice Mason	Q18171693		P54	member of sports team		Football League	Q1421208	/m/0dg6fx
3892	Guanajuato	Q46475	/m/0259ws	P47	shares border with		Tlalpan	Q408187	/m/024s9j
3893	Lerwick	Q213485	/m/01v__b	P131	located in the administrative territorial entity		North Sea	Q3460263	/m/0y8_t
3894	Aldi	Q125054	/m/0246n2	P17	country		Aldi	Q125054	/m/0246n2
3895	Anna Politkovskaya	Q131240	/m/05gg5b	P27	country of citizenship	nationality	Darfur	Q2334558	/m/0wmx6
3896	Anna Politkovskaya	Q131240	/m/05gg5b	P69	educated at		Darfur	Q2334558	/m/0wmx6
3897	Hokkaido	Q1037393		P47	shares border with		Japan	Q3476248	
3898	Hokkaido	Q1037393		P150	contains administrative territorial entity		Japan	Q3476248	
3899	Wadowice County	Q1340573	/m/0h1dby	P47	shares border with		Poland	Q7208881	
3900	Wadowice County	Q1340573	/m/0h1dby	P150	contains administrative territorial entity		Poland	Q7208881	
3901	Goldy Goldstein	Q18150926		P54	member of sports team		Gators	Q3099292	/m/03tzjv
3902	Harold Rushworth	Q5662270		P27	country of citizenship	nationality	Bay of Islands	Q4874207	
3903	Harold Rushworth	Q5662270		P69	educated at		Bay of Islands	Q4874207	
3904	Glen Jackson	Q3108679		P54	member of sports team		PRA	Q7252987	
3905	Jeff Brown	Q1347964		P54	member of sports team		Dallas Stars	Q208652	/m/0jnpv
3906	Adrian Aucoin	Q372618	/m/028s07	P54	member of sports team		NHL	Q1215892	/m/05gwr
3907	Joe Murphy	Q3180142		P54	member of sports team		Blackhawks	Q5630223	
3908	Chris Chelios	Q715377	/m/030_sl	P54	member of sports team		Hawks	Q16841735	
3909	Alaska Highway	Q628076	/m/01jwn3	P17	country		Peace River Airport	Q2919631	/m/09s3qx
3910	Davao	Q1473	/m/02gn1x	P47	shares border with		Cebu City	Q1467	/m/01p_ly
3911	INSEAD	Q1136829	/m/01q1tw	P17	country		HEC Paris	Q273535	/m/02n6qk
3912	Kerry Collins	Q3195497	/m/0464v5	P54	member of sports team		Penn State	Q3026663	
3913	Michelle Regalado Deatrick	Q16202346		P69	educated at		Michigan	Q6030252	
3914	Zlatibor District	Q478278	/m/033ksz	P47	shares border with		Kraljevo	Q2720760	/m/0bwgqwh
3915	Moravica District	Q915380	/m/033kv0	P47	shares border with		Ivanjica	Q1002841	/m/0cp1jj
3916	Channing Thomas Frye	Q520219	/m/06p0v9	P54	member of sports team		NBA	Q155223	/m/05jvx
3917	Fraubrunnen	Q10317	/m/0frs_h	P131	located in the administrative territorial entity		Bern	Q602237	
3918	Kyburg	Q65779	/m/0b6wby	P131	located in the administrative territorial entity		Ballmoos	Q666181	/m/0frsqs
3919	John Sculley	Q337024	/m/0190r3	P69	educated at		Apple	Q532100	
3920	Nais Lago	Q16580955		P27	country of citizenship	nationality	Rijeka	Q3027315	
3921	Roermond	Q8167972		P47	shares border with		Bruges	Q2387062	
3922	Molise	Q1443	/m/0kpg4	P47	shares border with		Rome	Q567806	/m/02j20d
3923	Molise	Q1443	/m/0kpg4	P150	contains administrative territorial entity		Rome	Q567806	/m/02j20d
3924	Eastern Alps	Q63817	/m/08gs5m	P17	country		Malbun	Q2251899	/m/027h4p4
3925	Interstate 77	Q94764	/m/0n288	P131	located in the administrative territorial entity		Canton	Q2086257	/m/0vrl_
3926	Devonport	Q1245018	/m/024pfv	P131	located in the administrative territorial entity		Henderson Creek	Q5713282	
3927	Auderghem	Q272228	/m/06nz6_	P131	located in the administrative territorial entity		Brussels	Q2718202	/m/0s3h9
3928	Auderghem	Q272228	/m/06nz6_	P47	shares border with		Brussels	Q2718202	/m/0s3h9
3929	Cordoba	Q5818	/m/0f1rr	P1376	capital of		North Africa	Q27381	/m/05g2v
3930	Johannes Hevelius	Q57963	/m/01g7t2	P27	country of citizenship	nationality	Adriatic Sea	Q13924	/m/0p_x
3931	Bernard Berrian	Q822302		P54	member of sports team		Saints	Q271332	/m/02rpx8x
3932	Ben Roethlisberger	Q537679	/m/033t8w	P54	member of sports team		Broncos	Q7419312	
3933	Ben Roethlisberger	Q537679	/m/033t8w	P69	educated at		Broncos	Q7419312	
3934	Greenbrier County	Q494203	/m/0mlqg	P47	shares border with		Fayette County	Q490161	/m/0n2mm
3935	Ashley County	Q61026	/m/0p3hb	P47	shares border with		Arkansas	Q4791721	
3936	Linqu County	Q1198208	/m/03cx2yk	P150	contains administrative territorial entity		Shandong	Q43407	/m/0qb0j
3937	Paseo del Prado	Q2079615	/m/06j2nj	P131	located in the administrative territorial entity		Medinaceli	Q484628	/m/02qhxs5
3938	Chiloeches	Q1655103	/m/02z9y54	P47	shares border with		Castilla-La Mancha	Q5748	/m/0jp17
3939	Boise County	Q486357	/m/0nwg7	P47	shares border with		Sawtooth Mountains	Q7428700	
3940	Napa County	Q108137	/m/0l2l_	P47	shares border with		California	Q2933963	/m/025xzfp
3941	Isernia	Q13450	/m/0397rr	P47	shares border with		Molise	Q1443	/m/0kpg4
3942	Castel San Vincenzo	Q278940	/m/0gq_7h	P47	shares border with		Volturno	Q572191	/m/022n7p
3943	Southland Region	Q864971	/m/01z9x7	P150	contains administrative territorial entity		New Zealand	Q21470645	
3944	Feng County	Q1201037	/m/051xjmz	P150	contains administrative territorial entity		Jiangsu	Q16963	/m/0166c7
3945	Kossuth County	Q113201	/m/0nrzl	P47	shares border with		Iowa	Q2238109	/m/0tj_r
3946	South Launceston	Q7567800		P131	located in the administrative territorial entity		Launceston	Q6498334	
3947	Santa Fe Province	Q44823	/m/02k_px	P47	shares border with		Argentina	Q645291	/m/0b6mhsj
3948	Christian Rakovsky	Q350857	/m/02vy4t	P27	country of citizenship	nationality	Romania	Q7362480	
3949	Mikhail Volodin	Q4123780		P54	member of sports team		State Political Directorate	Q836763	/m/0233d_
3950	Okayama	Q200078	/m/0gp5my	P150	contains administrative territorial entity		Japan	Q3476248	
